is_retargeting,has_subtitle,has_cta,has_hook,has_face,music_voice_ratio,conversions,engagement_rate,impressions_lg_mm,clicks_lg_mm,spend_lg_mm,revenue_lg_mm,conversions_lg_mm,video_duration_s_lg_mm,avg_watch_time_s_lg_mm,ctr_lg_mm,roas_lg_mm,cpc_lg_mm,platform_LinkedIn,platform_Meta,platform_TikTok,text_density_high,text_density_low,text_density_medium,format_horizontal,format_quadrado,format_vertical,dia_da_semana,fl_final_semana,objective_platform_app_install_Meta,objective_platform_app_install_TikTok,objective_platform_awareness_LinkedIn,objective_platform_awareness_Meta,objective_platform_awareness_TikTok,objective_platform_conversions_LinkedIn,objective_platform_conversions_Meta,objective_platform_conversions_TikTok,objective_platform_engagement_LinkedIn,objective_platform_engagement_Meta,objective_platform_engagement_TikTok,objective_platform_traffic_LinkedIn,objective_platform_traffic_Meta,objective_platform_traffic_TikTok,platform_weekend_LinkedIn_1,platform_weekend_Meta_0,platform_weekend_Meta_1,platform_weekend_TikTok_0,platform_weekend_TikTok_1,obj_mes_app_install_1,obj_mes_app_install_2,obj_mes_app_install_3,obj_mes_awareness_0,obj_mes_awareness_1,obj_mes_awareness_2,obj_mes_awareness_3,obj_mes_conversions_0,obj_mes_conversions_1,obj_mes_conversions_2,obj_mes_conversions_3,obj_mes_engagement_0,obj_mes_engagement_1,obj_mes_engagement_2,obj_mes_engagement_3,obj_mes_traffic_0,obj_mes_traffic_1,obj_mes_traffic_2,obj_mes_traffic_3,duration_obj_muito_curto_awareness,duration_obj_muito_curto_conversions,duration_obj_muito_curto_engagement,duration_obj_muito_curto_traffic,porcentagem_assistida,receita_x_click,custo_x_conversao,ctr_x_roas,engagement_rate_x_ctr,completude_criativa,target_audience_age_cat,text_density_cat,category_App Install,category_Branding,category_E-commerce,category_Lead Gen,category_SaaS,fl_replay,avg_watch_time_s,has_hook_Meta,has_face_TikTok,text_density_horizontal_Meta,impressions_cat,best_pos_mes_obj,is_best_moment,conv_rate,custo_x_plataforma,klike_score
0,1.0,1.0,1.0,0.0,0.21,204.0,0.0431,0.4463578634738752,0.673500629766719,0.6354707186505495,0.8513261216601368,0.7325034942101893,0.5674727901613134,0.6166137386714078,0.898866724402238,0.5504925380029287,0.2518385464176398,0,1,0,0,1,0,0,0,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.086596131765411,0.5087097707150604,0.0030998571641490218,0.4948194244425671,0.038741155821736456,3,1,0,0,0,1,0,0,1,0.5674727901613134,1,0,0,2,2,0,178.0728676359885,1.2920671911627284,73.9
0,1.0,1.0,1.0,0.0,0.37,106.0,0.0204,0.7283727460177056,0.6303223630599388,0.5109705625508965,0.7530697982976333,0.6430315671967805,0.1177612438686697,0.0430561598142953,0.0810885307535567,0.5180127581668236,0.1417762034136628,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.36562249514205725,0.46191465894156214,0.004775425818232677,0.0420048934713452,0.0016542060273725568,3,1,0,0,0,1,0,0,0,0.0430561598142953,1,0,0,3,2,0,125.02711288933656,1.0389279633905995,53.8
0,0.0,0.0,1.0,1.0,0.21,354.0,0.0126,0.5164691433007431,0.7530144225061421,0.6382322329182739,0.7380974544514277,0.808066642005578,0.4263140302292095,0.451452490125543,0.9999999999999998,0.2539833474035473,0.1756323767008198,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0589670011160968,0.4210447130242259,0.0017978372758261237,0.2539833474035472,0.012599999999999997,2,2,1,1,0,0,0,0,1,0.4263140302292095,1,0,0,2,3,0,131.5284760468413,1.2976820241967844,58.0
0,1.0,1.0,0.0,0.0,0.31,227.0,0.0214,0.5944986552995017,0.7484199694861815,0.6966537990408845,0.8366589200641276,0.7471364247052704,0.5500512209623206,0.461859228410405,0.5903865618187119,0.3858392785971857,0.3208160414744228,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8396658543951184,0.4785228575889587,0.0030554991186003706,0.22779432510560457,0.012634272422920433,2,3,1,0,0,0,1,0,0,0.461859228410405,0,0,0,3,2,0,120.24803519888412,1.4164673381820834,60.0
0,0.0,1.0,0.0,1.0,0.52,29.0,0.081,0.3500420542702447,0.5314730843582307,0.3565989408851094,0.6847637961191901,0.4680413856690414,0.3468372190039189,0.451452490125543,0.6149944169460436,0.6447355505423727,0.0410502478843449,0,0,1,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.3016264270082332,0.44712754217691186,0.011886631362836981,0.39650876399019297,0.04981454777262954,2,3,1,0,0,0,1,0,1,0.3468372190039189,0,1,0,1,2,1,178.30034893656824,0.8625799843428684,67.4
0,0.0,0.0,1.0,1.0,0.29,57.0,0.0181,0.4595126361954449,0.6104197452799762,0.7055961520282386,0.7072367041667778,0.5587606833207583,0.4497115462926434,0.6746341883881724,0.529889735712738,0.1297108604043041,0.7668577415435733,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.500148692978329,0.43916296123394993,0.012165450897038596,0.06873245353870855,0.009591004216400559,2,2,0,0,0,0,1,0,1,0.4497115462926434,0,0,0,2,2,0,150.608129253396,1.1442888719542699,60.2
0,1.0,0.0,0.0,1.0,0.6,61.0,0.0049,0.498779037023829,0.6212890740928647,0.5557017772850261,0.8183523571088525,0.5679381346209464,0.5318551102075443,0.503275327720043,0.4417068502914402,0.6231586063121617,0.2518385464176398,0,1,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9462639693800279,0.5047541306393696,0.008962931891693969,0.27525342522614854,0.0021643635664280567,2,2,0,0,0,0,0,1,0,0.503275327720043,0,0,0,2,1,0,148.34369440337383,1.1298774489964123,59.0
0,1.0,1.0,0.0,1.0,0.37,34.0,0.0351,0.4194839164592485,0.5070399270781436,0.1160639409374419,0.6954540974575021,0.4892541791920435,0.7555800929357771,0.4549607497919894,0.3220095728114791,1.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6021343786656118,0.46147025368189937,0.003316112598212626,0.3220095728114791,0.011302536005682914,3,1,0,0,0,0,1,0,0,0.4549607497919894,0,0,0,1,2,0,138.15382611623176,0.1882247737152586,61.4
1,0.0,1.0,0.0,1.0,0.22,5.0,0.0017,0.0896261759038199,0.1270387185156744,0.2578655684199215,0.5374532991414182,0.2465653976110304,0.4263140302292095,0.5908389380301481,0.1685460832721446,0.4114621874201153,0.7056272300227133,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.3859242158004537,0.47687208106679035,0.04297759473665358,0.06935034010424952,0.0002865283415626458,2,3,0,0,0,0,1,0,1,0.4263140302292095,0,0,0,0,2,1,151.2290729417251,0.41818921426213995,42.6
0,1.0,1.0,0.0,1.0,0.51,8.0,0.0059,0.1345489013520731,0.2627302698442276,0.9841464424183596,0.3757982266921798,0.3023617627566048,0.4014976389493264,0.4257034430292948,0.3609459289231189,0.080679872007651,0.4285656056030669,0,1,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0602887831253809,0.2976076804894674,0.10934960471315107,0.029121071347199927,0.002129580980646401,3,1,0,1,0,0,0,0,1,0.4014976389493264,0,0,0,0,3,0,131.5284760468413,2.001010105152517,53.1
0,1.0,1.0,1.0,1.0,0.31,49.0,0.0347,0.3684419537302834,0.4951441674199793,0.4337914162104297,0.7077292083323948,0.5383364923487499,0.7866845508741805,0.872559939209898,0.4179206957205451,0.5454067815580319,0.2302412202974219,0,1,0,0,0,1,0,0,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.109161147553096,0.47335181700481255,0.008675828324208594,0.22793678159943606,0.014501848141502915,4,0,1,0,0,1,0,0,1,0.7866845508741805,1,0,0,1,2,1,178.30034893656824,0.8820039070938351,94.4
0,1.0,0.0,1.0,0.0,0.65,6.0,0.0676,0.3807684229984776,0.336708024287193,0.3217272745159376,0.6165158261925104,0.2677781911340325,0.5128123702159059,0.451452490125543,0.1023183385058367,0.5083819493458188,0.3011982369313226,0,0,1,0,1,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8803463339534323,0.46121951465150435,0.04596103921656251,0.05201679638342262,0.00691671968299456,2,3,0,0,0,0,0,1,0,0.451452490125543,0,0,0,1,1,1,151.6102511684137,0.7782286361418059,56.1
0,1.0,1.0,1.0,0.0,0.37,45.0,0.0187,0.2955544766417881,0.5516953241091016,0.6515955874232833,0.6840946929243548,0.5268622850599993,0.6588155072798373,0.7219537269373939,0.9999999999999998,0.148458703515265,0.7605383691506669,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.095835964636361,0.4408692107886092,0.01416512146572355,0.14845870351526497,0.018699999999999998,3,1,2,0,0,0,1,0,1,0.6588155072798373,0,0,0,1,2,1,178.30034893656824,1.0567143507794081,57.2
0,0.0,1.0,0.0,1.0,0.55,11.0,0.0383,0.072112182621326,0.3311978057879544,0.5088868768600896,0.5681296598677799,0.3419499138437585,0.7334479413733003,0.7390119696700321,0.8909795143090427,0.1272949706319939,0.2518385464176398,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0075861257259975,0.4267807965109258,0.0424072397383408,0.11341721110767779,0.034124515398036334,2,3,0,0,0,0,1,0,1,0.7334479413733003,0,0,0,0,2,0,137.46289500034842,0.825278863271435,55.6
1,0.0,1.0,0.0,1.0,0.69,97.0,0.059,0.5358457611388376,0.6776148807230615,0.4723958138231264,0.7692452441277705,0.6309408985007933,0.6002378795459912,0.6588887176331413,0.5209109271131812,0.6539728358419988,0.023789917594966,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0977126570744127,0.4585350624669122,0.004820365447174759,0.34066159622529185,0.03073374469967769,2,2,0,0,0,0,1,0,1,0.6002378795459912,0,1,0,2,2,0,120.24803519888412,1.142681951549801,61.8
0,1.0,1.0,1.0,0.0,0.59,114.0,0.0255,0.5464307730483549,0.6950859927756206,0.6833067213572215,0.7854137945570056,0.6529537568852822,0.1177612438686697,0.2205083590187334,0.5512571882985025,0.2861807770009731,0.4184807816764065,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.8725036503915489,0.4633474631401613,0.005941797577019317,0.15775921047463717,0.014057058301611811,3,0,1,0,0,0,1,0,1,0.1177612438686697,1,0,0,2,2,1,151.2290729417251,1.3893294690925644,73.3
0,0.0,1.0,1.0,1.0,0.07,70.0,0.0104,0.5180624944753589,0.7099819764516537,0.6418791513851703,0.817614029310364,0.586590653947567,0.4263140302292095,0.7069766405124397,0.7361580908062715,0.438328877359316,0.2686664980065306,0,0,1,0,0,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.6583471112417547,0.4781418989029212,0.009040551427960144,0.32267934950209043,0.007656044144385223,3,0,1,0,0,0,0,1,1,0.4263140302292095,0,1,0,2,2,0,119.19988194001502,1.5526465305184918,87.0
0,1.0,1.0,1.0,1.0,0.2,44.0,0.0294,0.559637761728009,0.7417349802137023,0.6557803971111908,0.7066114432802194,0.5238377508146157,0.0,0.1444302455461502,0.705208623519985,0.1769273281331722,0.2346122633543562,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4056940070145009,0.01457289771358202,0.12477067753586309,0.02073313353148756,4,1,1,0,0,1,0,0,1,0.0,1,0,0,3,2,0,138.71933433436814,1.33336172831746,81.6
0,0.0,1.0,1.0,0.0,0.14,6.0,0.0156,0.1189601690432318,0.3586441551615025,0.3061129897865507,0.638742487139542,0.2677781911340325,0.2837363950806567,0.451452490125543,0.8016684279706517,0.3170682303756194,0.2169683330036793,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5910982797861033,0.47013228939524226,0.04373042711236439,0.2541835898046592,0.012506027476342167,2,2,0,0,0,1,0,0,1,0.2837363950806567,1,0,0,0,2,0,138.71933433436814,0.6224024794279033,58.5
1,1.0,1.0,0.0,1.0,0.56,5.0,0.0125,0.2106764021820644,0.1966896580460816,0.2057254414278234,0.5056352825040701,0.2465653976110304,0.4263140302292095,0.7498792772529748,0.1176539832364459,0.4251539296825374,0.3246769337190762,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.7589833411060833,0.4225283298007739,0.0342875735713039,0.05002105331577835,0.0014706747904555738,3,2,1,0,0,0,1,0,1,0.4263140302292095,0,0,0,0,2,1,151.2290729417251,0.4182900729412394,56.7
0,0.0,0.0,1.0,1.0,0.3998484848484849,3.0,0.0214,0.2483453591406044,0.4744239832999912,0.5020072597978988,0.0,0.1907690324654561,0.3468372190039189,0.5120884511106004,0.7903455923528879,0.0,0.4675629597057868,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4764518426865092,0.0,0.1255018149494747,0.0,0.016913395676351802,2,2,0,0,1,0,0,0,1,0.3468372190039189,0,0,0,0,1,0,126.49750977404278,0.8141219582558071,67.9
0,1.0,1.0,0.0,0.0,0.38,39.0,0.0034,0.4743183165177893,0.7113319091962929,0.6166339006783088,0.5129228548514158,0.5076295367561952,0.3165014844653345,0.4257034430292948,0.9779331294371604,0.0332722766097066,0.2079833240506503,0,1,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3450282666080857,0.29972143457098516,0.01541584751695772,0.03253806158842921,0.0033249726400863453,2,1,0,1,0,0,0,0,1,0.3165014844653345,0,0,0,2,3,0,131.5284760468413,1.2537673391419768,41.0
0,1.0,1.0,1.0,1.0,0.21,213.0,0.0166,0.6403992107116179,0.8258170806742473,0.7808214776595421,0.9304425150740698,0.7384160834295086,0.165975151211987,0.461859228410405,0.7589514601562088,0.4813199070350694,0.2518385464176398,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.782701055174871,0.509603357818556,0.0036486984937361784,0.3652984462465166,0.012598594238593067,4,1,1,0,0,0,0,1,1,0.165975151211987,1,0,0,3,2,1,178.30034893656824,1.5876007876200564,78.4
0,1.0,1.0,0.0,0.0,0.37,10.0,0.0452,0.1204090275257891,0.2715093835517025,0.1539573073775158,0.538635917903694,0.329976211383922,0.0631008239232622,0.2351287116678218,0.4242244224414419,0.6352471814222581,0.0798003533075115,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.726238376122713,0.42361930228082495,0.013996118852501438,0.2694873686464113,0.01917494389435317,2,3,1,0,0,1,0,0,1,0.0631008239232622,0,0,0,0,2,0,178.0728676359885,0.37240854237408966,71.3
0,1.0,1.0,0.0,1.0,0.66,4.0,0.0444,0.3506252227884283,0.2473054039312788,0.2755123544618691,0.5462490600278623,0.2214759880580109,0.6588155072798373,0.6346171020370841,0.0517064482458422,0.4016585724657489,0.3943914176806269,0,1,0,1,0,0,0,0,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.963269830513454,0.4379433122843733,0.05510247089237382,0.020768338189699104,0.0022957663021153938,3,3,2,0,0,0,0,1,0,0.6346171020370841,0,0,0,1,1,0,148.34369440337383,0.5601839132983463,54.3
0,1.0,1.0,1.0,1.0,0.37,209.0,0.0214,0.5667694780479902,0.798853333406979,0.7326296918283763,0.9334640780696342,0.735819576803074,0.4718436978551205,0.5863246010898437,0.9999999999999998,0.5932091228767402,0.2972104106179312,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.2426246313241522,0.5189217268212072,0.0034887128182303634,0.5932091228767401,0.021399999999999995,4,1,1,0,0,0,0,1,1,0.4718436978551205,1,0,0,3,2,1,152.49061419550262,1.4896151156945001,82.7
